Entry	Subcellular location [CC]
A0A059QEL3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
A0A096WX18	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
R9Y9A2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
A0A0B6CEC5	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
T1Q6B2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
D0UWM7	
V9GYP8	
A0A1U9X940	
A0A1S6M7Q3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
A0A097I4X7	
D7GM35	
Q4F407	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
E9PPJ8	
J9ZZ64	
E7EVF0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000256|RuleBase:RU363063}; Single-pass type II membrane protein {ECO:0000256|RuleBase:RU363063}.
A0A087WV88	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU362006}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU362006}.
F6IQL0	
Q9B2V6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
G8Z8Y8	
Q8TDT4	
G9LES2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
B4E2L9	
A0A059RRN1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
A8KA57	
U3KQ59	
A8MXQ1	
Q8NFD3	
H0YMQ7	
Q2HKD5	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
A0A059RSB6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
A3KME6	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU362059}; Single-pass membrane protein {ECO:0000256|RuleBase:RU362059}.
B7Z573	
B4DW47	
F2WIG7	
B0Z774	
G5E9T8	
B2RCV2	
A0A059RRD7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
H0Y8T9	
V9N4K8	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
K7EJ16	
U3L5W2	
Q8NEB1	
C9J027	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU361218}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361218}.
H7BXQ8	
B9EIM5	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146}.
H7C5T4	
G0ZCM6	
A0A0A0MT53	
B1NVE6	
H0Y568	
Q9UEG9	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004397}.
B4DU18	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU003318, ECO:0000256|SAAS:SAAS00596213}; Single-pass type I membrane protein {ECO:0000256|RuleBase:RU003318, ECO:0000256|SAAS:SAAS00596213}.
X5D991	
A0A0A0MRB9	
A0A0A0MTG6	
H7C113	
A0A096W906	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
Q3MHU6	
A1DSU1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
M0R116	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU362084}.
Q96P81	
X5DNH4	
Q05CW6	
F8WD64	
A0A1B0GUR8	
B4DQ62	
B7Z761	
B4DEA5	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU361218}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361218}.
C9J7C3	
H9E7G6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
Q9NT87	
A0A024RD32	
F1AZ03	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
H9RGG7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
X5DR98	
B4DJN0	
E9PIW7	
U3L6U8	
B3KQF0	
G3V245	
Q8NCE1	
Q2HL32	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
A8MVL9	
Q96SY4	
Q70E14	
A0A059SAV2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
K7EJQ2	
A0A097QDD8	
B2KLX4	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
A0A1S6P984	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
C9JAS4	
F8WCC9	
Q24K26	
D9UB10	
A0A089H989	
H0YAV1	
F1B850	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
E5RJM7	
O43875	
D1CS79	
I6S6F0	
A0PFK1	
K7X9X2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|SAAS:SAAS00709542}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00709542}.
C9D6E1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
E9PBK1	
I3L0A1	
H9Q3T8	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
Q59FV0	
G9JXB8	
H9RZM0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
A0A059QV99	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
E5KYD5	
H3BSE6	
A0A059QEE7	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000256|SAAS:SAAS00410259}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00410259}.
B7Z1N5	
V9JC41	
A0A0P0H5P8	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU361244, ECO:0000256|SAAS:SAAS00583102}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361244, ECO:0000256|SAAS:SAAS00583102}.
Q59EB3	
A4ZLM0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
Q0VGA7	
Q7YCD5	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
E7EMM1	
E9PMR1	
A7U7M4	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|SAAS:SAAS00541856}; Lipid-anchor, GPI-anchor {ECO:0000256|SAAS:SAAS00541856}.
F5H1T6	
H0YFK3	
R9Y5U6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
B2R880	
A8K4S1	
G9LF33	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
Q6PIA2	
L7RXH0	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU003762}; Single-pass type I membrane protein {ECO:0000256|RuleBase:RU003762}.
X5DP84	
Q6SV91	
A0A059QLX8	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000457}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000457}.
A4VAS2	
A7MAP4	
M1VRM8	
Q8NG71	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|SAAS:SAAS00834153}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00834153}.
A0A088FSE5	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
Q4G0Y0	
A0A1W2PP69	
G3V4M0	
B4DM35	
Q08G24	
B2R6A5	
C8XVB1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
C9JSN8	
C7TP28	
B3KXB3	
A0A0B4J1S2	
U3TJJ6	
H7C4P5	
B7Z5J8	
F5H2B5	
F2WNE2	
A0A024R849	
F1B6A7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
F5GZB8	
A0A1W1B5F7	
A0A1W2PRT7	
Q5CCG7	
D6RA94	
E7BSV0	
Q9NRB8	
F1AKU9	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
A8K7S4	
I3L2W8	
B4DVM3	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU361148}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361148}.; SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000256|RuleBase:RU361148}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361148}.
F5H5I5	
H9SEG1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
Q4QQH1	
J3KT83	
A0A0C4DGP7	
Q59F11	
B7Z3I3	
B9EKW0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146}.
E9PII2	
E9PLT1	
Q8IW08	
G9LFU3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
J3KRI5	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU003318, ECO:0000256|SAAS:SAAS00596213}; Single-pass type I membrane protein {ECO:0000256|RuleBase:RU003318, ECO:0000256|SAAS:SAAS00596213}.
H7BY57	
A0A089G7J0	
G3V4A8	
U3KVN7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
B7Z4G2	
E9LCE9	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
G9LIH7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
A8K191	SUBCELLULAR LOCATION: Cell junction, synapse {ECO:0000256|SAAS:SAAS00548273}.
H0Y8A4	
H0YGV7	
A0A059RQI1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|SAAS:SAAS00709542}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00709542}.
A0A059RWU6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
A6ZGJ8	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
Q32NB1	
E4W3U4	
A0A059RP56	
A1DT71	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
Q29840	
Q4F5R1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
E9PSH9	
Q59GP0	
Q8WWP2	
B1ALD5	
E7E3A2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
A0A096WL34	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
B7ZL84	
Q9BYT4	
B4DSA0	
B4DYC9	
E5RGJ6	
L7SMD9	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
M0R211	
B6ZCF7	
L7XJX4	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000256|SAAS:SAAS00410259}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00410259}.
A6ZGQ9	
I3L202	
Q6ZP54	
A0A059R372	
L7XHT9	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
K7ERW0	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU361264}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361264}.
A0A1U9X8K7	
A0A1L5BXV2	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU362006}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU362006}.
Q4F666	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
B4DIF5	
H7C1R8	
E9PD72	
E9PJS7	
H7C4U4	
G0Z6Y6	
A8K1T7	
G9LCV1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
H0YCK4	
H9P619	
F2Z2U2	
A0A068BZL1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
Q9NZZ2	
A0A0C5B383	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
B4F4S7	
A0A096WT46	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
B4DFD8	
F5CL10	
H0YN04	SUBCELLULAR LOCATION: Nucleus {ECO:0000256|RuleBase:RU000682}.
E9PKH8	
A8K8U3	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU361146}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361146}.
Q53G63	
A8K582	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|SAAS:SAAS00567644}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00567644}.
H9P359	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
Q53QN9	
B4DSU2	
B4DYE4	
C9JS65	
E9PG71	
A0A024RC42	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU003318, ECO:0000256|SAAS:SAAS00596213}; Single-pass type I membrane protein {ECO:0000256|RuleBase:RU003318, ECO:0000256|SAAS:SAAS00596213}.
C9J9Y7	
U3L3J4	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
B8X5M7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
A8K9M7	
J7HAE4	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
Q0QJI3	
A0A059QDD1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
H3BR20	
L7YKA8	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
A1E1D9	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
A6ZHZ3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
A0A0A1EKI0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
A0A059RKY1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
S4R3Y8	
H9NTH8	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
B4DIX3	
F5H3K6	
A0A059RVC2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
F5GXT3	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU280814}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU280814}.
A0A059RUV4	
H9PCW6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
H9S4X7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
F1CME8	
A0A059S7V7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
Q6ICR9	
A1DTP0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
A0A023QL98	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
B3KRN0	
E2DFE6	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000256|RuleBase:RU003661, ECO:0000256|SAAS:SAAS00400291}; Single-pass membrane protein {ECO:0000256|RuleBase:RU003661, ECO:0000256|SAAS:SAAS00400291}.
E9PL44	
Q86YW1	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU361244, ECO:0000256|SAAS:SAAS00583102}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361244, ECO:0000256|SAAS:SAAS00583102}.
C9J4H2	
A0A059RYZ4	
H3BUA4	
K7EIN4	
Q96MK7	
A0A059QGM3	
A0A1W1B5Q0	
D5KMQ2	
E9PJT8	
E9PJB7	
A0A1V0E3M6	
A0A1U9X911	
A0A1V0E3K1	
A0A1W2PRJ8	
J3QRU2	
B3KVV5	
Q4LE63	
B4DW87	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU201114}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU201114}.
O95091	
F4NBP4	
H9RJL3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|SAAS:SAAS00709542}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00709542}.
H0Y5M1	
Q96IV8	
A8K7T4	
H9Q5E5	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
A0A059RR81	
F8VRH6	
A3R0L8	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
A0A059RHV6	
A0A087WTA1	
Q2HPN1	
H3BS91	
K7EIH7	
U3KPZ8	
Q861E9	
Q1ADI0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
A0A1W2PQS0	
B3KVN7	
A0A1W1B6F7	
A5PHJ9	
B4DIH9	
B4E2S7	SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000256|PROSITE-ProRule:PRU00740}; Single-pass type I membrane protein {ECO:0000256|PROSITE-ProRule:PRU00740}.
Q59H69	
F5GYR5	
V9QAW3	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU361244, ECO:0000256|SAAS:SAAS00583102}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361244, ECO:0000256|SAAS:SAAS00583102}.
F8WE00	
B4DEB8	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU361218}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361218}.
E7EMA0	
A0A059QHB6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
E5E138	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
Q96L53	
E9PJ42	
Q5W554	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000256|SAAS:SAAS00548360}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00548360}.; SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|SAAS:SAAS00548374}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00548374}.
X5D9C4	
A8K1T0	
E2CZ38	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
E9P178	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
A0SB69	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
Q8NFY0	
A0A1S6NC18	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
F8WAW3	
D2KI69	
A0A1U9X8K6	
A0A1W2PPT0	
F8W7Q8	
Q6AI28	
B4E181	
U3L7I6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
Q50KS3	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU004424}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004424}.
Q92803	
B4DVU6	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000256|RuleBase:RU363129}; Single-pass type II membrane protein {ECO:0000256|RuleBase:RU363129}.
B4E2N9	
C9JYN8	
Q53FH9	
A0A024R006	
Q53TA0	
B0EX00	
H9QQ96	
Q8NC35	
W6PPJ2	
A0A023I8M0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
H3BPK8	
A0A1S6MWY7	
K4PF41	
G3V499	
Q8NEN2	
D6RB69	
B4DVB9	
B7Z6M0	
G9LCZ0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
B2R732	
B8QTP3	
B9EE11	
L7NV21	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
F5H466	
A0A059QRQ4	
A0A1V0E3S0	
B3KRX0	
H9MNS6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
G3V320	
F8WF33	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU363107}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363107}.
X5DNL6	
F5H5Y1	
A0A1W1B5P0	
H9E7P1	
B4E1W0	
